鄉鎮市區.x,...1,Unnamed..0,學校級別,代碼,School,City,地址,電話,地區屬性,longitude,latitude,newLat,newLng,isInService_foodpanda,inServiceUber
芳苑鄉,1004,1004,國民小學,74758,縣立芳苑國小,彰化縣,[528]彰化縣芳苑鄉芳苑村斗苑路芳苑段230號,(04)8983993,,120.580372,24.082665,23.9248192,120.3192327,1,0
員林市,932,932,國民小學,74686,縣立東山國小,彰化縣,[510]彰化縣員林市南東里山腳路四段212號,(04)8310749,,120.3517,23.520253,23.9679641,120.6012481,1,0
埔鹽鄉,918,918,國民小學,74672,縣立天盛國小,彰化縣,[516]彰化縣埔鹽鄉天盛村番金路68之1號,(04)8650842,偏遠,120.429436,23.555138,23.9843329,120.4283214,1,0
埤頭鄉,971,971,國民小學,74725,縣立中和國小,彰化縣,[523]彰化縣埤頭鄉中和村溪林路284號,(04)8895768,,120.409703,23.454443,23.8470789,120.4602601,1,0
鹿港鎮,888,888,國民小學,74642,縣立海埔國小,彰化縣,[505]彰化縣鹿港鎮海埔里鹿草路二段889號,(04)7781316,,120.229682,23.514005,24.083671,120.4441479,1,0
溪州鄉,977,977,國民小學,74731,縣立潮洋國小,彰化縣,[524]彰化縣溪州鄉潮洋村陸軍路一段146號,(04)8803059,偏遠,120.463166,23.452229,23.8139429,120.5192025,1,0
福興鄉,893,893,國民小學,74647,縣立管嶼國小,彰化縣,[506]彰化縣福興鄉廈粘村沿海路三段100號,(04)7702949,,120.207472,23.51856,24.0273414,120.4135602,1,0
線西鄉,879,879,國民小學,74633,縣立線西國小,彰化縣,[507]彰化縣線西鄉寓埔村中央路二段135號,(04)7585075,,120.936491,24.573676,24.131246,120.4697296,1,0
中山區,2153,2153,國民小學,171601,私立聖心小學,基隆市,[203]基隆市中山區西定路166號,(02)24261546,,121.733536,25.13558,25.1352692,121.7341288,1,1
中正區,2158,2158,國民小學,173605,市立八斗國小,基隆市,[202]基隆市中正區北寧路396巷52號,(02)24693391,,121.797204,25.138063,25.1380963,121.797648,1,1
古坑鄉,1176,1176,國民小學,94613,縣立東和國小,雲林縣,[646]雲林縣古坑鄉東和村文化路120號,(05)5263153,,120.604764,23.829556,23.6846672,120.5681675,1,1
卑南鄉,1947,1947,國民小學,144622,縣立利嘉國小,臺東縣,[954]臺東縣卑南鄉利嘉村利嘉路666號,(08)9380121,,120.292481,22.798857,22.776558,121.062103,1,1
芬園鄉,866,866,國民小學,74620,縣立茄荖國小,彰化縣,[502]彰化縣芬園鄉茄荖村嘉北街96號,(049)2523018,,120.734732,24.588097,24.0146333,120.6431194,1,1
芳苑鄉,1005,1005,國民小學,74759,縣立後寮國小,彰化縣,[528]彰化縣芳苑鄉後寮村芳寮路30號,(04)8983184,,120.56853,24.092092,23.9205588,120.3415225,1,1
信義區,2194,2194,國民小學,173641,市立深美國小,基隆市,[201]基隆市信義區深美街198號,(02)24654821,,121.777308,25.137471,25.1375999,121.778734,1,1
北投區,2508,2508,國民小學,423608,市立大屯國小,臺北市,[112]臺北市北投區大屯里復興三路312號,,,121.504279,25.154731,25.1548986,121.5039974,1,0
七堵區,2179,2179,國民小學,173626,市立七堵國小,基隆市,[206]基隆市七堵區明德一路184號,(02)24567116,,121.713618,25.09775,25.0977669,121.71362,1,1
八里區,1,1,國民小學,11602,私立聖心國小,新北市,[249]新北市八里區龍米路一段261號,(02)26182330,,120.629317,22.525607,25.1344344,121.4504758,1,1
三重區,201,201,國民小學,14803,市立集美國小,新北市,[241]新北市三重區集美街10號,(02)89725390,,121.451097,25.21748,25.0564706,121.4879933,1,1
三峽區,212,212,國民小學,14815,市立龍埔國小,新北市,[237]新北市三峽區大學路6號,(02)26745666,,121.501183,25.201252,24.9410218,121.3775919,1,1
土城區,53,53,國民小學,14649,市立廣福國小,新北市,[236]新北市土城區學府路一段127號,(02)22626782,,121.54285,25.079432,24.9868426,121.4547519,1,1
中和區,37,37,國民小學,14633,市立中和國小,新北市,[235]新北市中和區中和路100號,(02)22492550,,120.223076,22.988386,24.9997062,121.5016103,1,1
五股區,140,140,國民小學,14741,市立成州國小,新北市,[248]新北市五股區成泰路三段493號,(02)22933613,,121.670699,25.079384,25.0997414,121.4506619,1,1
仁愛區,2165,2165,國民小學,173612,市立信義國小,基隆市,[200]基隆市仁愛區仁二路135號,(02)24213960,,121.746796,25.127488,25.1274807,121.7469014,1,1
永和區,46,46,國民小學,14642,市立秀朗國小,新北市,[234]新北市永和區得和路202號,(02)29420451,,121.567099,25.055571,24.9994362,121.5221705,1,1
安樂區,2186,2186,國民小學,173633,市立建德國小,基隆市,[204]基隆市安樂區安和一街392號,(02)24313034,,121.722075,25.124868,25.124726,121.7224764,1,1
板橋區,10,10,國民小學,14605,市立莒光國小,新北市,[220]新北市板橋區華翠里莒光路163號,(02)22517272,,121.73066,25.15416,25.0260744,121.4735579,1,1
林口區,200,200,國民小學,14802,市立麗林國小,新北市,[244]新北市林口區公園路46號,(02)26008457,,121.476527,25.185817,25.0687415,121.3679032,1,1
泰山區,209,209,國民小學,14812,市立義學國小,新北市,[243]新北市泰山區民生路30號,(02)22972048,,121.545065,25.288911,25.0522369,121.4308926,1,1
崙背鄉,1259,1259,國民小學,94697,縣立豐榮國小,雲林縣,[637]雲林縣崙背鄉豐榮村豐榮路21號,(05)6552006,,120.970323,23.961071,23.7925326,120.3120054,1,1
淡水區,182,182,國民小學,14783,市立新興國小,新北市,[251]新北市淡水區新興街123號,(02)26203645,,121.763724,25.100347,25.1801369,121.4395436,1,1
深坑區,80,80,國民小學,14676,市立深坑國小,新北市,[222]新北市深坑區深坑里文化街45號,(02)26624675,偏遠,120.313139,22.621747,25.0015325,121.6163876,1,1
新店區,193,193,國民小學,14794,市立北新國小,新北市,[231]新北市新店區寶橋路8號,(02)29189300,,121.73745,25.027354,24.9738189,121.5447711,1,1
新莊區,135,135,國民小學,14736,市立光華國小,新北市,[242]新北市新莊區龍安路452號,(02)22058866,,121.441935,24.972383,25.0181531,121.4246515,1,1
暖暖區,2190,2190,國民小學,173637,市立碇內國小,基隆市,[205]基隆市暖暖區源遠路258號,(02)24581300,,121.754113,25.0981,25.0985044,121.7540658,1,1
瑞芳區,88,88,國民小學,14686,市立瑞芳國小,新北市,[224]新北市瑞芳區龍川里中山路2號,(02)24972058,偏遠,121.51731,25.014492,25.1078152,121.8047246,1,1
褒忠鄉,1230,1230,國民小學,94668,縣立復興國小,雲林縣,[634]雲林縣褒忠鄉新湖村復興路71號,(05)6972490,偏遠,120.384692,24.006965,23.7046813,120.2840995,1,1
樹林區,18,18,國民小學,14614,市立文林國小,新北市,[238]新北市樹林區潭底里千歲街59號,(02)26812625,,120.953205,24.790949,24.9976805,121.4243593,1,1
蘆洲區,206,206,國民小學,14808,市立忠義國小,新北市,[247]新北市蘆洲區光榮路99號,(02)22899591,,121.460248,25.147534,25.0898747,121.4634969,1,1
鶯歌區,24,24,國民小學,14620,市立鶯歌國小,新北市,[239]新北市鶯歌區同慶里尖山埔路106號,(02)26792038,,120.659473,24.119516,24.9510157,121.3461552,1,1
瑞芳區,90,90,國民小學,14688,市立瑞柑國小,新北市,[224]新北市瑞芳區明燈路一段18巷13號,(02)24971009,偏遠,121.372987,24.939198,25.1092255,121.8226618,1,0
瑞芳區,92,92,國民小學,14690,市立九份國小,新北市,[224]新北市瑞芳區永慶里崙頂路145號,(02)24972263,偏遠,121.45335,25.019421,25.1072093,121.8436,0,1
中山區,2174,2174,國民小學,173621,市立中山國小,基隆市,[203]基隆市中山區通仁街28號,(02)24223053,,121.737746,25.145886,25.1459704,121.7359392,1,1
信義區,2163,2163,國民小學,173610,市立東光國小,基隆市,[201]基隆市信義區東信路236巷16號,(02)24650329,,121.763169,25.129009,25.1295476,121.7630173,1,1
安樂區,2171,2171,國民小學,173618,市立武崙國小,基隆市,[204]基隆市安樂區武崙街203號,(02)24310018,,121.707344,25.138812,25.1390547,121.7062418,1,1
仁愛區,2167,2167,國民小學,173614,市立南榮國小,基隆市,[200]基隆市仁愛區南榮路321號,(02)24223038,,121.743896,25.119363,25.1196,121.7435939,1,1
七堵區,2182,2182,國民小學,173629,市立堵南國小,基隆市,[206]基隆市七堵區大德路120號,(02)24511339,,121.692171,25.083247,25.083334,121.6920705,1,1
西區,2316,2316,國民小學,203618,市立港坪國小,嘉義市,[600]嘉義市四維路63號,(05)2369037,,120.424545,23.47935,23.4790693,120.4243752,1,1
暖暖區,2195,2195,國民小學,173642,市立暖西國小,基隆市,[205]基隆市暖暖區暖暖街350號,(02)24588583,,121.735197,25.093846,25.0945954,121.734898,1,1
東區,2312,2312,國民小學,203614,市立蘭潭國小,嘉義市,[600]嘉義市東區小雅路419號,(05)2763492,,120.47149,23.4753,23.4757094,120.4710064,1,1
長治鄉,1758,1758,國民小學,131601,私立崇華國小,屏東縣,[908]屏東縣長治鄉復興村新興路38號,(08)7626365,,120.243335,23.292587,22.6819902,120.5472718,1,1
礁溪鄉,247,247,國民小學,24633,縣立三民國小,宜蘭縣,[262]宜蘭縣礁溪鄉三民村十六結路100號,(03)9882271,,121.901517,25.065806,24.8130527,121.7599778,1,1
花壇鄉,871,871,國民小學,74625,縣立三春國小,彰化縣,[503]彰化縣花壇鄉三春村三芬路47號,(04)7862154,,120.874367,24.443921,24.0162969,120.5664046,1,1
伸港鄉,884,884,國民小學,74638,縣立大同國小,彰化縣,[509]彰化縣伸港鄉大同村彰新路七段724號,(04)7982307,,120.848562,24.337764,24.1600433,120.4919677,1,1
彰化市,856,856,國民小學,74610,縣立大竹國小,彰化縣,[500]彰化縣彰化市彰南路二段164巷41號,(04)7381436,,120.894032,24.624249,24.0837997,120.5804658,1,1
竹田鄉,1831,1831,國民小學,134676,縣立大明國小,屏東縣,[911]屏東縣竹田鄉泗洲村洲中路40號,(08)7887780,偏遠,120.348318,22.701362,22.5755662,120.524909,1,1
員山鄉,253,253,國民小學,24639,縣立大湖國小,宜蘭縣,[264]宜蘭縣員山鄉湖東村蜊埤路55號,(03)9223584,,121.372859,25.082737,24.7493968,121.6935701,1,1
竹南鎮,678,678,國民小學,54723,縣立山佳國小,苗栗縣,[350]苗栗縣竹南鎮山佳里龍山路三段39號,(037)612839,,120.570096,24.255859,24.7019155,120.878402,1,1
恆春鎮,1873,1873,國民小學,134720,縣立山海國小,屏東縣,[946]屏東縣恆春鎮山海里山海路86號,(08)8869026,特偏,120.181985,22.903281,22.0008277,120.7447638,1,1
苑裡鎮,593,593,國民小學,54629,縣立山腳國小,苗栗縣,[358]苗栗縣苑裡鎮舊社里10鄰47號,(037)745024,,120.666499,23.727807,24.4155437,120.6818181,1,1
馬公市,2119,2119,國民小學,164604,縣立中山國小,澎湖縣,[880]澎湖縣馬公市案山里大案山25之6號,(06)9211342,偏遠,119.5822,23.556702,23.5587104,119.5807378,1,1
草屯鎮,1058,1058,國民小學,84636,縣立中原國小,南投縣,[542]南投縣草屯鎮中原里坪腳巷20號,(049)2554631,,120.480162,23.950044,23.9848113,120.7212195,1,1
花蓮市,2022,2022,國民小學,154608,縣立中華國小,花蓮縣,[970]花蓮縣花蓮市國盛二街22號,(03)8324308,,120.629041,22.42766,23.9924783,121.6067409,1,1
太保市,1379,1379,國民小學,104669,縣立太保國小,嘉義縣,[612]嘉義縣太保市太保里太保31號,(05)3711015,,121.631002,23.99183,23.464594,120.331063,1,1
苗栗市,570,570,國民小學,54604,縣立文山國小,苗栗縣,[360]苗栗縣苗栗市文山里4鄰文山41號,(037)320406,,121.098805,24.713739,24.5701397,120.8139998,1,1
鹿港鎮,886,886,國民小學,74640,縣立文開國小,彰化縣,[505]彰化縣鹿港鎮新宮里文開路60號,(04)7772042,,120.142087,23.562628,24.0566937,120.4301143,1,1
東港鎮,1843,1843,國民小學,134689,縣立以栗國小,屏東縣,[928]屏東縣東港鎮船頭里船頭路25號,(08)8322816,,120.28671,22.785034,22.4606022,120.462372,1,1
芳苑鄉,1006,1006,國民小學,74760,縣立民權國小,彰化縣,[528]彰化縣芳苑鄉五俊村新生巷5之1號,(04)8932625,偏遠,120.612007,24.068545,23.9327923,120.3478408,1,1
二崙鄉,1254,1254,國民小學,94692,縣立永定國小,雲林縣,[649]雲林縣二崙鄉永定村永定路238號,(05)5982796,,120.677518,23.912723,23.7960377,120.4191249,1,1
南州鄉,1863,1863,國民小學,134709,縣立同安國小,屏東縣,[926]屏東縣南州鄉同安村同安路79號,(08)8642334,偏遠,120.290781,22.869121,22.4731237,120.5217675,1,1
溪州鄉,979,979,國民小學,74733,縣立圳寮國小,彰化縣,[524]彰化縣溪州鄉圳寮村下樹巷29號,(04)8802165,偏遠,120.524401,23.393965,23.8382199,120.5236753,1,1
東勢鄉,1233,1233,國民小學,94671,縣立安南國小,雲林縣,[635]雲林縣東勢鄉安南村安南路109號,(05)6991454,,120.32831,23.896073,23.7049714,120.2492016,1,1
後龍鎮,643,643,國民小學,54686,縣立成功國小,苗栗縣,[356]苗栗縣後龍鎮水尾里12鄰104之1號,(037)722211,,120.819769,24.206718,24.6265289,120.7651664,1,1
朴子市,1320,1320,國民小學,104604,縣立竹村國小,嘉義縣,[613]嘉義縣朴子市竹村里36號,(05)3693628,偏遠,120.904776,22.365426,23.4402073,120.2483881,1,1
大村鄉,937,937,國民小學,74691,縣立村上國小,彰化縣,[515]彰化縣大村鄉村上村中山路二段242號,(04)8533680,,120.252256,23.509453,23.9887812,120.5646498,1,1
秀水鄉,900,900,國民小學,74654,縣立秀水國小,彰化縣,[504]彰化縣秀水鄉安東村中山路257號,(04)7692756,,120.240472,23.461029,24.0349675,120.5034394,1,1
民雄鄉,1341,1341,國民小學,104626,縣立秀林國小,嘉義縣,[621]嘉義縣民雄鄉北斗村北勢仔17號,(05)2215690,,121.382624,23.102212,23.5342051,120.4571042,1,1
福興鄉,899,899,國民小學,74653,縣立育新國小,彰化縣,[506]彰化縣福興鄉二港村福正路4號,(04)7802521,,120.247937,23.466659,24.041722,120.41267,1,1
宜蘭市,216,216,國民小學,24602,縣立宜蘭國小,宜蘭縣,[260]宜蘭縣宜蘭市崇聖街2號,(03)9322210,,121.466129,25.052926,24.7531529,121.7540924,1,1
斗六市,1170,1170,國民小學,94607,縣立林頭國小,雲林縣,[640]雲林縣斗六市林頭里榮譽路177號,(05)5322538,,120.58656,23.897501,23.7044509,120.5572041,1,1
竹山鎮,1161,1161,國民小學,84751,縣立前山國小,南投縣,[557]南投縣竹山鎮自強路100號,(049)2660662,,120.495771,22.456799,23.7517465,120.6783742,1,1
蘇澳鎮,234,234,國民小學,24620,縣立南安國小,宜蘭縣,[270]宜蘭縣蘇澳鎮南建里學府路122號,(03)9962664,,121.428099,25.05429,24.578909,121.8684428,1,1
水上鄉,1385,1385,國民小學,104675,縣立柳林國小,嘉義縣,[608]嘉義縣水上鄉柳林村92號,(05)2683240,,120.955321,23.948559,23.4296769,120.4170377,1,1
員林市,930,930,國民小學,74684,縣立員東國小,彰化縣,[510]彰化縣員林市員東路二段12號,(04)8311022,,120.344974,23.555743,23.961945,120.5873331,1,1
埔里鎮,1038,1038,國民小學,84615,縣立埔里國小,南投縣,[545]南投縣埔里鎮西門里西康路127號,(049)2982034,,120.460857,24.106487,23.9683835,120.9669258,1,1
臺東市,1935,1935,國民小學,144610,縣立康樂國小,臺東縣,[950]臺東縣臺東市山西路一段256號,(089)226131,偏遠,120.356065,22.723045,22.7544289,121.1195118,1,1
新城鄉,2029,2029,國民小學,154616,縣立康樂國小,花蓮縣,[971]花蓮縣新城鄉康樂村康樂一街38號,(03)8265597,,121.607778,24.052503,24.0525588,121.6078012,1,1
田尾鄉,965,965,國民小學,74719,縣立陸豐國小,彰化縣,[522]彰化縣田尾鄉陸豐村民生路三段200號,(04)8222563,,120.397155,23.428896,23.9038461,120.5221524,1,1
二水鄉,956,956,國民小學,74710,縣立復興國小,彰化縣,[530]彰化縣二水鄉復興村員集路五段472號,(04)8745935,,120.245568,23.336017,23.82964,120.6046678,1,1
社頭鄉,952,952,國民小學,74706,縣立朝興國小,彰化縣,[511]彰化縣社頭鄉朝興村社石路91號,(04)8732484,,120.286118,23.37404,23.9082898,120.6063519,1,1
溪湖鎮,910,910,國民小學,74664,縣立湖南國小,彰化縣,[514]彰化縣溪湖鎮大竹里彰水路二段725號,(04)8816845,,120.160567,23.330393,23.9499238,120.4803828,1,1
冬山鄉,268,268,國民小學,24656,縣立順安國小,宜蘭縣,[269]宜蘭縣冬山鄉順安村永興路二段17號,(03)9583445,,121.766272,24.688759,24.6549982,121.7634685,1,1
虎尾鎮,1218,1218,國民小學,94655,縣立廉使國小,雲林縣,[632]雲林縣虎尾鎮廉使里文科路1410號,(05)6322703,,120.348376,23.835808,23.7165168,120.4208361,1,1
內埔鄉,1821,1821,國民小學,134666,縣立新生國小,屏東縣,[912]屏東縣內埔鄉大新村大新路109號,(08)7708211,偏遠,120.420439,22.630524,22.66729,120.590885,1,1
新園鄉,1845,1845,國民小學,134691,縣立新園國小,屏東縣,[932]屏東縣新園鄉新園村媽祖路49號,(08)8681113,偏遠,120.303827,22.782054,22.5240313,120.4517278,1,1
二林鎮,992,992,國民小學,74746,縣立萬合國小,彰化縣,[526]彰化縣二林鎮萬合里江山巷1號,(04)8902164,偏遠,120.585972,23.473552,23.9252818,120.4089755,1,1
北港鎮,1276,1276,國民小學,94714,縣立僑美國小,雲林縣,[651]雲林縣北港鎮草湖里華勝路655號,(05)7832307,,120.547724,22.557031,23.600974,120.306001,1,1
斗南鎮,1199,1199,國民小學,94636,縣立僑真國小,雲林縣,[630]雲林縣斗南鎮延平路二段642號,(05)5972241,,120.522925,23.839076,23.6675557,120.4751902,1,1
南投市,1158,1158,國民小學,84748,縣立漳興國小,南投縣,[540]南投縣南投市復興路669號,(049)2224013,,120.449937,22.463386,23.9187839,120.6816608,1,1
西螺鎮,1244,1244,國民小學,94682,縣立廣興國小,雲林縣,[648]雲林縣西螺鎮廣興里廣興路59號,(05)5863094,,120.683949,23.905829,23.7672149,120.4574115,1,1
潮州鎮,1812,1812,國民小學,134656,縣立潮東國小,屏東縣,[920]屏東縣潮州鎮九塊里復興路66號,(08)7871364,,120.378585,22.504297,22.522896,120.5602726,1,1
吉安鄉,2034,2034,國民小學,154621,縣立稻香國小,花蓮縣,[973]花蓮縣吉安鄉稻香村稻香路99號,(03)8524663,,121.569151,23.963231,23.9632161,121.5691568,1,1
麥寮鄉,1265,1265,國民小學,94703,縣立橋頭國小,雲林縣,[638]雲林縣麥寮鄉橋頭村仁德路248號,(05)6912358,,120.646004,22.297729,23.797401,120.273153,1,1
頭份市,612,612,國民小學,54650,縣立頭份國小,苗栗縣,[351]苗栗縣頭份市頭份里中正路219號,(037)663020,,120.694196,23.858975,24.6881437,120.9125727,1,1
北斗鎮,960,960,國民小學,74714,縣立螺青國小,彰化縣,[521]彰化縣北斗鎮東光里斗中路712號,(04)8882031,,120.192788,23.340915,23.8710807,120.5343033,1,1
埔心鄉,921,921,國民小學,74675,縣立舊館國小,彰化縣,[513]彰化縣埔心鄉舊館村員鹿路四段201號,(04)8292025,,120.397271,23.557967,23.9473932,120.5250985,1,1
屏東市,1764,1764,國民小學,134606,縣立鶴聲國小,屏東縣,[900]屏東縣屏東市崇武里建國路121號,(08)7521207,,120.233681,23.299289,22.6651485,120.4796645,1,1
林內鄉,1190,1190,國民小學,94627,縣立九芎國小,雲林縣,[643]雲林縣林內鄉九芎村文化路10號,(05)5892647,,120.480886,23.870075,23.7449552,120.6021598,1,0
竹塘鄉,1003,1003,國民小學,74757,縣立土庫國小,彰化縣,[525]彰化縣竹塘鄉土庫村東陽路一段362號,(04)8972140,偏遠,120.597465,24.07636,23.8494706,120.4094973,1,0
萬巒鄉,1814,1814,國民小學,134658,縣立五溝國小,屏東縣,[923]屏東縣萬巒鄉五溝村西盛路89號,(08)7832285,偏遠,120.411434,22.479162,22.592127,120.596362,1,0
林邊鄉,1858,1858,國民小學,134704,縣立仁和國小,屏東縣,[927]屏東縣林邊鄉仁和村中山路417號,(08)8752201,偏遠,120.329869,22.88323,22.4379569,120.5118701,1,0
新港鄉,1349,1349,國民小學,104634,縣立文昌國小,嘉義縣,[616]嘉義縣新港鄉宮前村古民街12號,(05)3742172,,121.472322,23.415621,23.5535043,120.3504646,1,0
名間鄉,1085,1085,國民小學,84665,縣立田豐國小,南投縣,[551]南投縣名間鄉田仔村田仔巷40號,(049)2271509,,120.564763,23.988947,23.866687,120.676311,1,0
通霄鎮,607,607,國民小學,54643,縣立圳頭國小,苗栗縣,[357]苗栗縣通霄鎮圳頭里60號,(037)754434,偏遠,120.692523,23.87607,24.4776591,120.7206251,1,0
湖西鄉,2129,2129,國民小學,164615,縣立西溪國小,澎湖縣,[885]澎湖縣湖西鄉西溪村130號,(06)9921082,偏遠,119.641902,23.582816,23.5801154,119.6354282,1,0
芳苑鄉,1007,1007,國民小學,74761,縣立育華國小,彰化縣,[528]彰化縣芳苑鄉永興村太平路300號,(04)8933261,偏遠,120.614272,24.058527,23.9458022,120.3319042,1,0
金寧鄉,2606,2606,國民小學,714602,縣立金寧國(中)小,金門縣,[892]金門縣金寧鄉安岐1號,(082)322535,偏遠,118.326839,24.456717,24.462842,118.324249,1,0
土庫鎮,1224,1224,國民小學,94662,縣立後埔國小,雲林縣,[633]雲林縣土庫鎮後埔里241號,(05)6650483,,120.318992,23.925591,23.7039223,120.369492,1,0
二林鎮,991,991,國民小學,74745,縣立原斗國小,彰化縣,[526]彰化縣二林鎮原斗里斗苑路一段865號,(04)8902322,,120.562129,23.485431,23.8967235,120.4268117,1,0
臺西鄉,1240,1240,國民小學,94678,縣立新興國小,雲林縣,[636]雲林縣臺西鄉和豐村復興路53號,(05)6900143,偏遠,120.58574,23.854283,23.7458431,120.2076436,1,0
頭份市,619,619,國民小學,54657,縣立新興國小,苗栗縣,[351]苗栗縣頭份市下興里水源路157號,(037)663855,,120.738193,23.766758,24.6751081,120.9129357,1,0
水上鄉,1387,1387,國民小學,104677,縣立義興國小,嘉義縣,[608]嘉義縣水上鄉義興村2之1號,(05)2890096,偏遠,120.925814,23.942185,23.4140099,120.4213592,1,0
池上鄉,1974,1974,國民小學,144653,縣立萬安國小,臺東縣,[958]臺東縣池上鄉萬安村一鄰5之2號,(08)9862371,特偏,120.369211,22.34621,23.0887431,121.208259,1,0
金城鎮,2608,2608,國民小學,714604,縣立賢庵國小,金門縣,[893]金門縣金城鎮賢厝村庵前18之2號,(082)325463,偏遠,118.318989,24.417834,24.420415,118.322021,1,0
埤頭鄉,969,969,國民小學,74723,縣立豐崙國小,彰化縣,[523]彰化縣埤頭鄉豐崙村校前路50號,(04)8922136,偏遠,120.425931,23.418113,23.9165658,120.4602572,1,0
清水區,737,737,國民小學,64656,市立三田國小,臺中市,[436]臺中市清水區田寮里三田路4號,(04)26262400,,120.922185,24.460208,24.2902382,120.5799464,1,1
烏日區,777,777,國民小學,64696,市立東園國小,臺中市,[414]臺中市烏日區溪南路一段238巷198號,(04)23353092,,120.704019,24.214519,24.0835231,120.6396254,1,1
西區,2242,2242,國民小學,193609,市立忠信國小,臺中市,[403]臺中市西區林森路155號,(04)23722866,,120.668572,24.139281,24.1391036,120.668765,1,1
南屯區,2262,2262,國民小學,193629,市立文山國小,臺中市,[408]臺中市南屯區忠勇路97號,(04)23896934,,120.614758,24.149195,24.1493523,120.6153416,1,1
霧峰區,800,800,國民小學,64719,市立復興國小,臺中市,[413]臺中市霧峰區坑口里信義路50號,(04)23306075,,120.832016,24.53439,24.0424578,120.6967436,1,1
大里區,829,829,國民小學,64748,市立大元國小,臺中市,[412]臺中市大里區現岱路60號,(04)24834568,,120.707572,24.483936,24.1004948,120.6896568,1,1
南區,2246,2246,國民小學,193613,市立南區和平國小,臺中市,[402]臺中市南區復興路二段57號,(04)22613139,,120.659465,24.120547,24.1203129,120.660113,1,1
外埔區,714,714,國民小學,64633,市立馬鳴國小,臺中市,[438]臺中市外埔區中山里東西巷13號,(04)26834114,偏遠,120.635481,24.23808,24.3377269,120.6642297,1,1
大肚區,785,785,國民小學,64704,市立大忠國小,臺中市,[432]臺中市大肚區沙田路一段854巷24號,(04)26993693,,121.024088,24.824104,24.1343541,120.5565344,1,1
大甲區,747,747,國民小學,64666,市立德化國小,臺中市,[437]臺中市大甲區和平路290號,(04)26874602,偏遠,120.65481,24.439577,24.3621955,120.6246009,1,1
豐原區,686,686,國民小學,64605,市立豐村國小,臺中市,[420]臺中市豐原區水源路341號,(04)25222468,,120.526712,24.216702,24.2555051,120.7362747,1,1
大安區,764,764,國民小學,64683,市立三光國小,臺中市,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,偏遠,120.679378,24.311329,24.3575174,120.6008866,1,1
東勢區,717,717,國民小學,64636,市立中山國小,臺中市,[423]臺中市東勢區泰昌里中泰街88號,(04)25872471,,121.054352,24.700536,24.2529395,120.8351134,1,1
北區,2253,2253,國民小學,193620,市立省三國小,臺中市,[404]臺中市北區崇德路一段107號,(04)22318092,,120.684811,24.159771,24.1599428,120.6848554,1,1
神岡區,696,696,國民小學,64615,市立神岡國小,臺中市,[429]臺中市神岡區神岡里神圳路1號,(04)25622406,,120.83132,24.243382,24.2582068,120.6611146,1,1
北屯區,2269,2269,國民小學,193636,市立軍功國小,臺中市,[406]臺中市北屯區和平里軍福十三路300號,(04)24370696,,120.719295,24.173247,24.1728256,120.7193271,1,1
潭子區,822,822,國民小學,64741,市立潭陽國小,臺中市,[427]臺中市潭子區潭陽路19號,(04)25382255,,120.665768,24.472828,24.2130417,120.7101284,1,1
梧棲區,743,743,國民小學,64662,市立梧南國小,臺中市,[435]臺中市梧棲區草湳里文化路一段6號,(04)26567968,偏遠,120.825977,24.579129,24.2448023,120.5275637,1,1
東區,2237,2237,國民小學,193604,市立東區成功國小,臺中市,[401]臺中市東區旱溪西路一段300號,(04)22124224,,120.699289,24.13718,24.1371661,120.6997102,1,1
龍井區,769,769,國民小學,64688,市立龍津國小,臺中市,[434]臺中市龍井區龍津里中央路一段165巷50號,(04)26393394,,120.658671,24.272516,24.2008251,120.5219061,1,1
大雅區,703,703,國民小學,64622,市立大明國小,臺中市,[428]臺中市大雅區中清路四段158號,(04)25651300,,120.602787,24.267207,24.2285538,120.6432416,1,1
沙鹿區,758,758,國民小學,64677,市立竹林國小,臺中市,[433]臺中市沙鹿區臺灣大道7段821號,(04)26620175,,120.72196,24.236911,24.2377114,120.5669438,1,1
石岡區,725,725,國民小學,64644,市立土牛國小,臺中市,[422]臺中市石岡區土牛里豐勢路308號,(04)25816043,,121.246791,24.680253,24.2661272,120.8076499,1,0
太平區,839,839,國民小學,64758,市立車籠埔國小,臺中市,[411]臺中市太平區光明路10-2 號,(04)22763928,,120.947511,24.680475,24.1099496,120.7319265,1,1
霧峰區,799,799,國民小學,64718,市立桐林國小,臺中市,[413]臺中市霧峰區民生路675號,(04)23304311,偏遠,120.832799,24.469019,24.0659704,120.7355225,1,0
大安區,765,765,國民小學,64684,市立海墘國小,臺中市,[439]臺中市大安區海墘里大安港路1100號,(04)26876085,,120.750457,24.32525,24.3789624,120.5885676,1,0
東勢區,721,721,國民小學,64640,市立中科國小,臺中市,[423]臺中市東勢區東崎路4段92巷16號,(04)25872534,偏遠,121.192646,24.6991,24.256566,120.8516603,1,0
五股區,142,142,國民小學,14743,市立五股國小,新北市,[248]新北市五股區五股里成泰路二段49號,(02)22917191,,121.669,25.069433,25.0831324,121.437248,1,1
永和區,45,45,國民小學,14641,市立永和國小,新北市,[234]新北市永和區秀朗路一段120號,(02)29214615,,120.149046,23.057106,25.0033,121.5167043,1,1
三重區,161,161,國民小學,14762,市立修德國小,新北市,[241]新北市三重區重陽路三段3號,(02)29800495,,121.514157,24.961301,25.0658348,121.4897286,1,1
